date,dst,excluded
2018-04-15,-17.238048496292357,False
2018-04-16,-6.484195814563762,False
2018-04-17,-5.140741716572371,False
2018-04-18,-5.726743580939466,False
2018-04-19,-13.569270848846257,False
2018-04-20,-21.94266696136978,False
2018-04-21,-23.078924026057702,False
2018-04-22,-22.540219523228927,False
2018-04-23,-5.012166212091617,False
2018-04-24,-5.67555456941924,False
2018-04-25,-4.710286039848895,False
2018-04-26,-14.702101568611013,False
2018-04-27,-18.60736985996465,False
2018-04-28,-15.242267971239018,False
2018-04-29,-12.09568876167095,False
2018-04-30,-4.256848823020633,False
2018-05-01,-12.46568990025967,False
2018-05-02,-9.86224478726237,False
2018-05-03,-18.633776826603683,False
2018-05-04,-12.648798632223645,False
2018-05-05,-9.498153372728128,False
2018-05-06,-7.852894422081757,False
2018-05-07,-12.465513715693925,False
2018-05-08,-20.828730758583276,False
2018-05-09,-18.88048807452532,False
2018-05-10,-22.817950880378763,False
2018-05-11,-22.942304441505218,False
2018-05-12,-35.395201321981034,False
2018-05-13,-27.29817787517577,False
2018-05-14,-31.2501267113351,False
2018-05-15,-10.58358959432433,False
2018-05-16,-15.610972486210004,False
2018-05-17,-13.221521614097492,False
2018-05-18,-16.167190364688974,False
2018-05-19,-17.957634461079845,False
2018-05-20,-15.759548657840625,False
2018-05-21,-13.78504651018959,False
2018-05-22,-15.29152218269868,False
2018-05-23,-15.462826486985982,False
2018-05-24,-19.651866327121997,False
2018-05-25,-10.094641901767849,False
2018-05-26,-15.780980179409392,False
2018-05-27,-22.10233780874019,False
2018-05-28,-23.141863033381842,False
2018-05-29,-17.00612149693677,False
2018-05-30,-10.722323643216159,False
2018-05-31,-11.424297067695846,False
2018-06-01,-15.332334646942554,False
2018-06-02,-15.405291259682045,False
2018-06-03,-15.618794204475222,False
2018-06-04,-15.75610099026673,False
2018-06-05,-9.222017734331722,False
2018-06-06,-8.498975943879296,False
2018-06-07,-10.406784260584418,False
2018-06-08,-45.802860132384616,False
2018-06-09,-51.59691849694105,True
2018-06-10,-43.68336609316066,False
2018-06-11,-11.116005949909862,False
2018-06-12,-10.500008542407416,False
2018-06-13,-9.794842440399938,False
2018-06-14,-12.778101048683562,False
2018-06-15,-6.207131135298759,False
2018-06-16,-2.4734637216602575,False
2018-06-17,-5.1061398934177324,False
2018-06-18,-11.40932519082565,False
2018-06-19,-22.554554839943535,False
2018-06-20,-24.836243515793807,False
2018-06-21,-22.129705696020263,False
2018-06-22,-17.20704007825159,False
2018-06-23,-12.837035741069764,False
2018-06-24,-9.219895907269253,False
2018-06-25,-10.5324962390242,False
2018-06-26,-5.825123127715009,False
2018-06-27,-10.192483456810928,False
2018-06-28,0.6361856420359189,False
2018-06-29,-2.675281275533324,False
2018-06-30,-5.04528416824663,False
2018-07-01,-20.209530826849555,False
2018-07-02,-20.78231055693684,False
2018-07-03,-18.247531472575112,False
2018-07-04,-29.900810274932194,False
2018-07-05,-29.93774943761076,False
2018-07-06,-29.335213946934843,False
2018-07-07,-16.78554002460693,False
2018-07-08,-24.737879421644568,False
2018-07-09,-26.23262357928516,False
2018-07-10,-19.419853529717653,False
2018-07-11,-12.504089654453379,False
2018-07-12,-15.700984961033248,False
2018-07-13,-18.433856434922408,False
2018-07-14,-47.76929448609142,False
2018-07-15,-46.321769116047996,False
2018-07-16,-46.399592395670616,False
2018-07-17,-17.68769444723842,False
2018-07-18,-18.724145893756383,False
2018-07-19,-17.90789687614536,False
2018-07-20,-15.897593644456421,False
2018-07-21,-6.993507480432821,False
2018-07-22,-4.209448713686342,False
2018-07-23,-11.963264290987643,False
2018-07-24,-20.046769423349243,False
2018-07-25,-22.20183656265421,False
2018-07-26,-14.636015287177017,False
2018-07-27,-8.824524382292333,False
2018-07-28,4.5262605114919126,False
2018-07-29,4.754678750615746,False
2018-07-30,7.236750566113948,False
2018-07-31,-23.482934612639585,False
2018-08-01,-23.16093165018906,False
2018-08-02,-28.96427118947284,False
2018-08-03,-10.61963509136512,False
2018-08-04,-16.3165009547386,False
2018-08-05,-16.002698403137256,False
2018-08-06,-20.980029476426736,False
2018-08-07,-17.56123206073116,False
2018-08-08,-7.355323367077087,False
2018-08-09,-12.882929946127666,False
2018-08-10,-10.465385742174904,False
2018-08-11,-26.174883493627544,False
2018-08-12,-20.593550186418287,False
2018-08-13,-18.982788560046878,False
2018-08-14,-12.274804998906419,False
2018-08-15,-14.698056647465911,False
2018-08-16,-21.91507387237525,False
2018-08-17,-19.4538029530184,False
2018-08-18,-18.06429036816972,False
2018-08-19,-14.337241172801948,False
2018-08-20,-16.873344808925395,False
2018-08-21,-32.86719631177824,False
2018-08-22,-25.157254312804838,False
2018-08-23,-22.80386558314805,False
2018-08-24,-11.989117900057087,False
2018-08-25,-19.81907699828068,False
2018-08-26,-25.001898946626273,False
2018-08-27,-30.956028899595868,False
2018-08-28,-34.87192911240438,False
2018-08-29,-32.683729019198424,False
2018-08-30,-16.609079603676573,False
2018-08-31,-9.975975873265286,False
2018-09-01,-14.318215735620797,False
2018-09-02,-17.676169794906418,False
2018-09-03,-23.038971816230728,False
2018-09-04,-20.851103118302472,False
2018-09-05,-12.451281213814289,False
2018-09-06,-8.931573125326643,False
2018-09-07,-11.361792012371977,False
2018-09-08,-14.75216118527726,False
2018-09-09,-7.883463241070551,False
2018-09-10,-27.940685869422918,False
2018-09-11,-37.68961352145808,False
2018-09-12,-48.11517460097361,False
2018-09-13,-17.946771558534575,False
2018-09-14,-14.69996955719364,False
2018-09-15,-10.987755553143723,False
2018-09-16,-12.956863936172866,False
2018-09-17,-13.833907960010075,False
2018-09-18,-15.847287096842189,False
2018-09-19,-31.910892670835832,False
2018-09-20,-32.30072134986066,False
2018-09-21,-33.0728925311861,False
2018-09-22,-25.098955898769205,False
2018-09-23,-14.471760117705506,False
2018-09-24,-19.182053023975396,False
2018-09-25,-15.951098242903932,False
2018-09-26,-21.95778114948611,False
2018-09-27,-10.472122481379115,False
2018-09-28,-14.455393139308939,False
2018-09-29,-10.325700439833463,False
2018-09-30,-16.049861352019576,False
2018-10-01,-14.23244735149362,False
2018-10-02,-17.036688463060376,False
2018-10-03,-16.281381924844847,False
2018-10-04,-14.75621482928822,False
2018-10-05,-16.32542038638123,False
2018-10-06,-18.66291355612215,False
2018-10-07,-15.807976666481977,False
2018-10-08,-13.438662308357864,False
2018-10-09,-5.553340656329418,False
2018-10-10,-10.958672032641806,False
2018-10-11,-5.075061232100925,False
2018-10-12,-19.22747969477234,False
2018-10-13,-14.883358079607278,False
2018-10-14,-21.06222275229404,False
2018-10-15,-12.1299040832639,False
2018-10-16,-14.013561782403945,False
2018-10-17,-17.19931960977135,False
2018-10-18,-20.29529081934681,False
2018-10-19,-20.161951767841284,False
2018-10-20,-15.931054378328085,False
2018-10-21,-12.530988695832562,False
2018-10-22,-12.945168049098333,False
2018-10-23,-12.745176935449427,False
2018-10-24,-12.944040795803181,False
2018-10-25,-6.920953939404725,False
2018-10-26,-8.000838073443278,False
2018-10-27,-12.546016200638006,False
2018-10-28,-18.038188836781725,False
2018-10-29,-17.567529783983126,False
2018-10-30,-11.810068678560976,False
2018-10-31,-9.65295089362969,False
2018-11-01,-12.172815780887609,False
2018-11-02,-9.50363725946777,False
2018-11-03,-11.786316438954495,False
2018-11-04,-10.067236447509474,False
2018-11-05,-15.986666640398747,False
2018-11-06,-14.49110589796431,False
2018-11-07,-12.284388014695702,False
2018-11-08,-8.173952009008007,False
2018-11-09,-4.0491886520965705,False
2018-11-10,-3.222380831428015,False
2018-11-11,-6.440030860849099,False
2018-11-12,-6.966257519671797,False
2018-11-13,-13.429239774662937,False
2018-11-14,-12.216589731240205,False
2018-11-15,-15.4649738338908,False
2018-11-16,-13.835922947546102,False
2018-11-17,-12.751960255752216,False
2018-11-18,-15.504270771215367,False
2018-11-19,-7.5227055284444,False
2018-11-20,-13.927403156190863,False
2018-11-21,-15.511274874407903,False
2018-11-22,-19.24838048314947,False
2018-11-23,-12.05766018129892,False
2018-11-24,-4.704426461939369,False
2018-11-25,-6.82348791888252,False
2018-11-26,-10.039125786121923,False
2018-11-27,-16.124622540273872,False
2018-11-28,-18.334786344556083,False
2018-11-29,-20.994446099216873,False
2018-11-30,-13.504949679602541,False
2018-12-01,-14.396397438386003,False
2018-12-02,-14.989739379507602,False
2018-12-03,-37.30836515679524,False
2018-12-04,-35.068409813684184,False
2018-12-05,-34.02131923773003,False
2018-12-06,-18.89205397637913,False
2018-12-07,-19.56903094751398,False
2018-12-08,-16.33426645186319,False
2018-12-09,-15.073157571081984,False
2018-12-10,-17.932059639522922,False
2018-12-11,-17.98372617452727,False
2018-12-12,-21.74829083903205,False
2018-12-13,-25.493992714064976,False
2018-12-14,-29.29596934850527,False
2018-12-15,-24.35742058936336,False
2018-12-16,-17.48393522946512,False
2018-12-17,-8.708733476657171,False
2018-12-18,-28.92810091107801,False
2018-12-19,-63.90514145000436,True
2018-12-20,-69.88263114941333,True
2018-12-21,-52.819592566696336,True
2018-12-22,-19.160234834131554,False
2018-12-23,-20.238804558201352,False
2018-12-24,-14.937812858297761,False
2018-12-25,-18.17268408853749,False
2018-12-26,-14.94066347589225,False
2018-12-27,-47.31729098883304,False
2018-12-28,-44.44340780845118,False
2018-12-29,-44.913946977020096,False
2018-12-30,-11.067617738587218,False
2018-12-31,-12.237459032303134,False
2019-01-01,-12.94793599345723,False
2019-01-02,-15.658142357174505,False
2019-01-03,-13.66255607543583,False
2019-01-04,-17.650965138099362,False
2019-01-05,-17.603294044190772,False
2019-01-06,-16.0020052734043,False
2019-01-07,-7.105391706802268,False
2019-01-08,-3.366349099497212,False
2019-01-09,3.254387565567214,False
2019-01-10,-5.61957711716515,False
2019-01-11,-5.967377874623264,False
2019-01-12,-13.846739681716082,False
2019-01-13,-2.0181376972931964,False
2019-01-14,-8.740613385596514,False
2019-01-15,-12.832868777273026,False
2019-01-16,-23.989651091919807,False
2019-01-17,-29.252040847738424,False
2019-01-18,-27.996173565738363,False
2019-01-19,-28.635133630177066,False
2019-01-20,-19.53797558703301,False
2019-01-21,-16.067931597201326,False
2019-01-22,-5.526717594122992,False
2019-01-23,-2.326597387283621,False
2019-01-24,-6.00123591304187,False
2019-01-25,-17.099577955298845,False
2019-01-26,-18.933596622017024,False
2019-01-27,-21.90691482744998,False
2019-01-28,-10.987421078639136,False
2019-01-29,-8.23733728178001,False
2019-01-30,-4.8331070621162615,False
2019-01-31,-19.011480241897186,False
2019-02-01,-18.313751228120683,False
2019-02-02,-41.80462276319758,False
2019-02-03,-30.00081939894022,False
2019-02-04,-41.794019530779345,False
2019-02-05,-18.823945479098718,False
2019-02-06,-23.75423592811983,False
2019-02-07,-37.71648523263806,False
2019-02-08,-37.11924702673994,False
2019-02-09,-34.64882209622267,False
2019-02-10,-18.579343874057358,False
2019-02-11,-17.348599928225557,False
2019-02-12,-19.358817130767957,False
2019-02-13,-13.030580077002583,False
2019-02-14,-9.614602624561849,False
2019-02-15,-14.59435351876092,False
2019-02-16,-22.788565537938407,False
2019-02-17,-20.52431776269993,False
2019-02-18,-14.696493347430087,False
2019-02-19,-11.553982810713812,False
2019-02-20,-10.460082196217757,False
2019-02-21,-39.59226693279859,False
2019-02-22,-31.881132050317067,False
2019-02-23,-37.81566602676672,False
2019-02-24,-1.7697456385763097,False
2019-02-25,0.5344289949412021,False
2019-02-26,-0.7315015246155276,False
2019-02-27,-5.088209420326055,False
2019-02-28,-9.528068991758282,False
2019-03-01,-3.057686167712594,False
2019-03-02,-10.803663813850434,False
2019-03-03,-10.640961772197267,False
2019-03-04,-11.881790054928311,False
2019-03-05,-15.057054158300346,False
2019-03-06,-22.534294048957207,False
2019-03-07,-34.924920707395955,False
2019-03-08,-28.96759009948173,False
2019-03-09,-21.364387025634784,False
2019-03-10,-7.198030106210267,False
2019-03-11,-5.824023646752934,False
2019-03-12,-2.1797304876516175,False
2019-03-13,-13.709564528895294,False
2019-03-14,-20.819473407995016,False
2019-03-15,-27.55612638586666,False
2019-03-16,-20.499458757249865,False
2019-03-17,-13.816707992205616,False
2019-03-18,-21.864285596778647,False
2019-03-19,-23.75702755058703,False
2019-03-20,-28.84412656023007,False
2019-03-21,-17.895667964750412,False
2019-03-22,-16.072794822311863,False
2019-03-23,-14.61443596560187,False
2019-03-24,-37.49231663692268,False
2019-03-25,-43.195563708865876,False
2019-03-26,-39.686760952649145,False
2019-03-27,-15.667001194643538,False
2019-03-28,-15.373051292429906,False
2019-03-29,-13.10614884126584,False
2019-03-30,-19.047748596760556,False
2019-03-31,-45.157667276765146,False
2019-04-01,-47.60197477865476,False
2019-04-02,-49.62191359484249,False
2019-04-03,-21.783687950884456,False
2019-04-04,-26.147078081421615,False
2019-04-05,-14.147208260078566,False
2019-04-06,-11.791556830802923,False
2019-04-07,-9.798947292417871,False
2019-04-08,-16.80192818114654,False
2019-04-09,-17.392294587796773,False
2019-04-10,-15.477270953959325,False
2019-04-11,-13.876523796722509,False
2019-04-12,-10.39718075776997,False
2019-04-13,-38.542688872938214,False
2019-04-14,-43.30262863569063,False
2019-04-15,-47.43286626448642,False
2019-04-16,-27.61116441012763,False
2019-04-17,-31.368655696343115,False
2019-04-18,-24.800951837958447,False
2019-04-19,-39.65945927283835,False
2019-04-20,-34.59483918226965,False
2019-04-21,-37.75610839982468,False
2019-04-22,-12.4449156878283,False
2019-04-23,0.8667517042181648,False
2019-04-24,3.038823497733406,False
2019-04-25,1.2821525136361949,False
2019-04-26,-14.85553248258646,False
2019-04-27,-25.75961740935506,False
2019-04-28,-24.4340924999631,False
2019-04-29,-23.63733371869861,False
2019-04-30,-22.900563276059014,False
2019-05-01,-26.300709356498015,False
2019-05-02,-27.601498389818374,False
2019-05-03,-15.163917011137423,False
2019-05-04,-9.051066446369514,False
2019-05-05,-4.756764997178403,False
2019-05-06,-5.585554981908561,False
2019-05-07,-8.802640779115888,False
2019-05-08,-12.215887019162473,False
2019-05-09,-12.043167265643946,False
2019-05-10,-10.197000321495786,False
2019-05-11,-10.900848133488557,False
2019-05-12,-17.75469915490162,False
2019-05-13,-23.41281234317928,False
2019-05-14,-24.7950266497308,False
2019-05-15,-20.3289617472698,False
2019-05-16,-9.18882217185025,False
2019-05-17,-9.251893543269471,False
2019-05-18,-10.704726786633755,False
2019-05-19,-20.944963625001584,False
2019-05-20,-17.299194864783804,False
2019-05-21,-21.920647508501563,False
2019-05-22,-22.774040310733522,False
2019-05-23,-20.63145226389543,False
2019-05-24,-21.5856770325841,False
2019-05-25,-17.047886650745482,False
2019-05-26,-32.0363611405623,False
2019-05-27,-29.668352862383784,False
2019-05-28,-34.38043481366953,False
2019-05-29,-21.893132157905352,False
2019-05-30,-17.91577506713669,False
2019-05-31,-12.281851668472774,False
2019-06-01,-13.884987325393647,False
2019-06-02,-16.50922300697977,False
2019-06-03,-15.507343263990137,False
2019-06-04,-18.27474340928142,False
2019-06-05,-16.498631861478582,False
2019-06-06,-22.154675390749123,False
2019-06-07,-13.194659591891002,False
2019-06-08,-18.42113698758081,False
2019-06-09,-22.9901703544555,False
2019-06-10,-31.782734780360784,False
2019-06-11,-28.537358367545192,False
2019-06-12,-20.27893995800119,False
2019-06-13,-17.38603670688617,False
2019-06-14,-15.024006658422204,False
2019-06-15,-22.70897691438397,False
2019-06-16,-19.356029608555602,False
2019-06-17,-26.754464242714928,False
2019-06-18,-22.715728424847725,False
2019-06-19,-22.261814544992802,False
2019-06-20,-20.85940320707878,False
2019-06-21,-19.79028095278945,False
2019-06-22,-15.954704401197342,False
2019-06-23,-14.820618418154126,False
2019-06-24,-9.939627792974258,False
2019-06-25,-18.48362644846249,False
2019-06-26,-14.05684225870877,False
2019-06-27,-11.633336224337734,False
2019-06-28,-21.718930295324395,False
2019-06-29,-27.025728028867434,False
2019-06-30,-30.483714002776875,False
2019-07-01,-16.691474057331714,False
2019-07-02,-12.019309541964569,False
2019-07-03,-16.743538797550013,False
2019-07-04,-15.584998103486441,False
2019-07-05,-17.692290538539996,False
2019-07-06,-10.605221545037486,False
2019-07-07,-9.933897321724231,False
2019-07-08,-7.960777731855106,False
2019-07-09,-14.279413842984205,False
2019-07-10,-17.24752211247903,False
2019-07-11,-20.328165512058323,False
2019-07-12,-17.102849078055264,False
2019-07-13,-16.836362105046344,False
2019-07-14,-13.947029926182209,False
2019-07-15,-7.2232353011136405,False
2019-07-16,-2.0547985641058193,False
2019-07-17,-4.517992120362836,False
2019-07-18,-8.01473962628881,False
2019-07-19,-13.131539932101788,False
2019-07-20,-19.979943944141837,False
2019-07-21,-28.817144876467236,False
2019-07-22,-34.66801106848445,False
2019-07-23,-27.92156686393827,False
2019-07-24,-23.81554810351044,False
2019-07-25,-9.626631170305894,False
2019-07-26,-6.912867739084008,False
2019-07-27,-7.862943371077672,False
2019-07-28,-11.251070295444846,False
2019-07-29,-21.403321026533035,False
2019-07-30,-19.584460678863312,False
2019-07-31,-19.818622228049403,False
2019-08-01,-16.888425975137228,False
2019-08-02,-13.255868034743775,False
2019-08-03,-14.985343180313984,False
2019-08-04,-10.732149852797827,False
2019-08-05,-12.776038561200407,False
2019-08-06,-5.047252759960478,False
2019-08-07,-2.6586360841232914,False
2019-08-08,-4.196881203347086,False
2019-08-09,-15.117096232725645,False
2019-08-10,-19.243938730818794,False
2019-08-11,-16.915477809843157,False
2019-08-12,-18.50236951531765,False
2019-08-13,-14.816727088580912,False
2019-08-14,-20.04870014181836,False
2019-08-15,-14.708445535197328,False
2019-08-16,-13.660062062927102,False
2019-08-17,-7.599272498835038,False
2019-08-18,-11.555257397239593,False
2019-08-19,-13.969405559560874,False
2019-08-20,-22.0346201997217,False
2019-08-21,-21.771727644607157,False
2019-08-22,-19.183025931254264,False
2019-08-23,-12.240016601543624,False
2019-08-24,-14.151504857949682,False
2019-08-25,-12.18228314970645,False
2019-08-26,-9.787686181068054,False
2019-08-27,-4.445285271462748,False
2019-08-28,-0.41652570165312497,False
2019-08-29,-8.93423393328722,False
2019-08-30,-15.566592359427693,False
2019-08-31,-30.18865660527707,False
2019-09-01,-21.109322562906048,False
2019-09-02,-13.513241124244148,False
2019-09-03,-6.620698812268856,False
2019-09-04,-11.485001552946306,False
2019-09-05,-18.604420367556042,False
2019-09-06,-8.599073765446917,False
2019-09-07,-9.202063542825288,False
2019-09-08,-4.2625281752122115,False
2019-09-09,-11.14246959808475,False
2019-09-10,-9.735317399038806,False
2019-09-11,-9.277360480341851,False
2019-09-12,-15.342324797717867,False
2019-09-13,-15.380488296120737,False
2019-09-14,-8.747926407337127,False
2019-09-15,-0.20434840093596898,False
2019-09-16,4.282524677077635,False
2019-09-17,-5.2904360145472396,False
2019-09-18,-14.630535480201473,False
2019-09-19,-21.506429667157658,False
2019-09-20,-19.238667312278135,False
2019-09-21,-10.903481957360016,False
2019-09-22,-17.1701927958207,False
2019-09-23,-11.274891167133028,False
2019-09-24,-32.67773089340217,False
2019-09-25,-27.615396654332574,False
2019-09-26,-37.7820154332157,False
2019-09-27,-54.88204165116389,True
2019-09-28,-49.88183503552656,False
2019-09-29,-45.54014566573227,False
2019-09-30,-16.573889394362936,False
2019-10-01,-25.046886818465058,False
2019-10-02,-26.683297484379192,False
2019-10-03,-14.8473677842574,False
2019-10-04,-10.705418101457354,False
2019-10-05,-15.374851116769266,False
2019-10-06,-23.033909474270615,False
2019-10-07,-23.08643834780688,False
2019-10-08,-27.86141310710074,False
2019-10-09,-27.095620316828214,False
2019-10-10,-26.92846415867224,False
2019-10-11,-13.356092127652284,False
2019-10-12,-5.743088281799654,False
2019-10-13,-0.3130900427739114,False
2019-10-14,-4.173470264246908,False
2019-10-15,-15.99539827899497,False
2019-10-16,-10.208219184186559,False
2019-10-17,-8.895790685909283,False
2019-10-18,-4.413969883290816,False
2019-10-19,-14.803909444730271,False
2019-10-20,-14.248444137716803,False
2019-10-21,-14.881602953064359,False
2019-10-22,-17.07975063214529,False
2019-10-23,-20.05952544017828,False
2019-10-24,-19.613096873346503,False
2019-10-25,-19.492147930360616,False
2019-10-26,-20.156095296107704,False
2019-10-27,-19.599361304476123,False
2019-10-28,-36.04149714762749,False
2019-10-29,-27.17414206258808,False
2019-10-30,-38.20374220692771,False
2019-10-31,-15.221879871551444,False
2019-11-01,-16.253511055891682,False
2019-11-02,-13.94319275195223,False
2019-11-03,-19.679970535963474,False
2019-11-04,-26.150074769937152,False
2019-11-05,-23.486560619175844,False
2019-11-06,-49.42853563363269,False
2019-11-07,-52.38507555151284,True
2019-11-08,-39.74594699894706,False
2019-11-09,-8.690508035578974,False
2019-11-10,0.8380157262609759,False
2019-11-11,-3.2843777912605745,False
2019-11-12,-11.543298448719336,False
2019-11-13,-18.727599893815064,False
2019-11-14,-19.656789905076334,False
2019-11-15,-20.0290940557752,False
2019-11-16,-15.079019269966551,False
2019-11-17,-17.99781910751076,False
2019-11-18,-14.608591102141373,False
2019-11-19,-14.616744950016958,False
2019-11-20,-11.87839011144026,False
2019-11-21,-11.822971544518188,False
2019-11-22,-10.029492203875163,False
2019-11-23,-16.130798760218912,False
2019-11-24,-12.223191669165535,False
2019-11-25,-42.74455202696916,False
2019-11-26,-39.65848447382554,False
2019-11-27,-40.81769481263412,False
2019-11-28,-19.938107973828696,False
2019-11-29,-15.003814139745131,False
2019-11-30,-17.047954774485557,False
2019-12-01,-14.134392551020506,False
2019-12-02,-13.634463724500554,False
2019-12-03,-15.712229940899633,False
2019-12-04,-19.255183044277715,False
2019-12-05,-29.677736641720884,False
2019-12-06,-24.43632207416729,False
2019-12-07,-23.924194298698183,False
2019-12-08,-10.678500876665112,False
2019-12-09,-21.430258313582556,False
2019-12-10,-9.522715430437271,False
2019-12-11,-15.697822289564257,False
2019-12-12,-23.20933038531814,False
2019-12-13,-49.445505772952465,False
2019-12-14,-48.69303118435466,False
2019-12-15,-33.00434426676528,False
2019-12-16,-9.14078682422502,False
2019-12-17,-10.280420686985144,False
2019-12-18,-9.52867483143824,False
2019-12-19,-15.396331208359749,False
2019-12-20,-16.08102429789218,False
2019-12-21,-15.451024268171452,False
2019-12-22,-20.83724898994253,False
2019-12-23,-26.002208183481116,False
2019-12-24,-52.0813470429081,True
2019-12-25,-44.55721171976983,False
2019-12-26,-39.9004033767577,False
2019-12-27,-14.978735860637377,False
2019-12-28,-14.27187079170246,False
2019-12-29,-15.69497616752919,False
2019-12-30,-18.881930801400014,False
2019-12-31,-19.48887660245597,False
2020-01-01,-21.243328991678652,False
2020-01-02,-16.497099067211515,False
2020-01-03,-24.090814504553606,False
2020-01-04,-16.0607008447909,False
2020-01-05,-15.803321937996614,False
2020-01-06,-37.494517242462145,False
2020-01-07,-37.68037585598267,False
2020-01-08,-32.90886800778453,False
2020-01-09,-0.3498580262951112,False
2020-01-10,-11.64411888740375,False
2020-01-11,-23.424324532196863,False
2020-01-12,-29.9810791030521,False
2020-01-13,-22.513217976882185,False
2020-01-14,-15.324274028062883,False
2020-01-15,-15.72797496989403,False
2020-01-16,-15.085272112829053,False
2020-01-17,-20.177439924118836,False
2020-01-18,-19.720535883472767,False
2020-01-19,-26.094247328773964,False
2020-01-20,-26.765648583804296,False
2020-01-21,-29.726315794301836,False
2020-01-22,-28.003164418818276,False
2020-01-23,-20.0956642479433,False
2020-01-24,-18.48652138080574,False
2020-01-25,-4.053500109546845,False
2020-01-26,-6.294795692454646,False
2020-01-27,-1.7578556423473781,False
2020-01-28,-15.720815022421796,False
2020-01-29,-14.892847108309388,False
2020-01-30,-17.93474290803998,False
2020-01-31,-14.01327252873368,False
2020-02-01,-6.574173893294465,False
2020-02-02,-4.6558621872419685,False
2020-02-03,-0.5468081406807114,False
2020-02-04,-13.599851994259438,False
2020-02-05,-13.355566357348687,False
2020-02-06,-10.86945711994935,False
2020-02-07,-10.564619650596871,False
2020-02-08,-3.1748714566213097,False
2020-02-09,-7.427066257341447,False
2020-02-10,-7.169065129767449,False
2020-02-11,-11.88922840553308,False
2020-02-12,-10.830018348848062,False
2020-02-13,-6.092911396402205,False
2020-02-14,-31.958008473768796,False
